$5000	0
4992	0
4959	0
4886	0
4958	0
4991	0
4895	0
4875	0
4867	0
4540	0
2003	178
553	178
1290	178
4336	0
3740	0
4315	0
2356	0
4140	0
1876	0
3861	0
3120	0
996	0
1573	0
3375	0
765	0
3217	0
47	0
2875	0
1021	0
1352	0
4816	0
1152	0
4781	0
4873	0
4728	0
2476	0
4723	0
4569	0
4146	0
4416	0
2906	0
4196	0
2366	0
3390	0
4648	0
4321	0
1377	0
3422	0
345	0
2865	0
305	0
2789	0
4572	0
1735	0
4458	0
890	87
3504	0
2199	0
1416	0
2198	0
3230	0
188	0
2723	0
4789	0
4667	0
4546	0
4025	0
1234	0
1968	0
4470	0
4294	0
3856	0
2029	0
650	0
882	0
2710	0
378	0
1989	0
4245	0
668	0
4138	0
2239	0
2753	0
704	87
2039	0
122	0
1516	0
4406	0
4550	0
3286	0
596	0
1878	0
4204	0
943	0
3105	0
397	0
1554	0
4739	0
2693	0
2127	0
2634	0
4615	0
4076	0
3331	0
3052	0
411	0
2801	0
1855	0
2393	0
3240	0
4015	0
1922	0
3562	0
1432	0
3494	0
1442	0
191	0
1353	0
2409	0
524	0
1972	0
4534	0
4047	0
1209	0
3732	0
864	0
3594	0
1760	0
3442	0
327	0
1930	0
1076	0
1628	0
4388	0
3054	0
2769	0
1455	0
385	0
1220	0
272	0
1117	0
2716	0
2077	0
2375	0
598	0
1283	0
3020	0
626	0
2038	0
1606	0
36	0
1200	0
1732	0
4179	0
498	87
3828	0
3122	0
3573	0
2806	0
2905	0
735	87
2830	0
333	0
350	0
4878	0
4465	0
3973	0
3205	0
1620	87
2921	0
2015	0
2608	0
783	0
1542	0
1123	0
1285	0
3662	0
247	0
424	0
4236	0
3096	0
2733	0
300	0
2240	0
3091	0
1051	0
1059	0
3913	0
1295	0
1672	90
666	90
1499	90
4784	87
4123	87
1218	87
3443	87
1296	87
1503	87
4746	87
4986	0
4658	0
3639	0
969	0
3165	0
2	87
212	0
4519	87
4300	87
1266	87
3838	87
1350	87
3595	87
2969	87
332	87
2034	87
3352	87
729	87
2507	87
462	87
1863	87
4436	87
3632	87
4296	87
4115	87
1369	87
3183	87
1960	87
2067	87
1046	87
1848	87
4255	87
3019	87
1688	87
2682	87
3942	87
1745	87
2924	87
1827	87
2805	87
445	87
1996	87
4967	0
4951	0
4919	0
4370	0
4344	0
4003	0
948	0
2987	0
4023	0
2134	0
3825	0
4352	0
4898	0
3682	0
2058	0
2568	0
1780	0
2068	0
93	0
1087	0
4841	0
4131	0
453	0
4081	0
1928	0
3865	0
2639	0
3864	0
2169	0
1	0
1477	0
3839	0
753	0
3776	0
1159	0
2675	0
1594	0
2578	0
593	0
2468	0
4774	0
4950	0
4876	0
4933	0
4963	0
4900	0
4643	0
4522	0
3383	0
4489	0
867	0
4190	0
4110	0
520	0
2970	0
2600	0
13	0
1440	0
2718	0
1673	87
2653	0
261	0
1592	0
1160	0
1459	0
4189	0
3436	0
341	0
2494	0
680	0
1806	0
4035	0
1870	0
1178	0
190	0
208	0
1710	0
2142	87
89	87
847	87
4639	0
4090	0
4624	0
4364	0
4537	0
4287	0
2760	0
4079	0
4333	0
3525	0
2604	0
1690	0
2589	0
10	0
2032	0
1444	0
1552	0
2776	0
225	0
1540	0
4306	0
2824	0
1670	0
391	0
644	0
2694	0
3956	0
3416	0
2786	0
488	0
1920	0
2838	0
3919	0
3260	0
2627	0
155	0
958	0
2752	138
828	138
1976	138
3481	0
20	0
2235	0
1286	0
1953	0
974	0
1929	0
4866	0
4633	0
4219	0
3480	0
470	0
1483	0
4192	0
3345	0
